84.577352, 86.098119
0.748087, 2.229996
0.197137, 6.922904
78.356679, 79.886386
0.745064, 1.580669
0.197222, 4.235151
79.767674, 80.953419
0.746768, 1.361062
0.196652, 2.297539
86.282356, 87.301406
0.743764, 1.315170
0.198443, 1.876231
79.998281, 142.687725
1.754410, 132.594664
0.202380, 535.000783
72.103030, 136.721465
1.894365, 66.861486
0.206044, 349.580781
72.472060, 101.895663
1.794014, 29.509031
0.198068, 167.123089
78.994255, 97.625031
1.858398, 26.031311
0.208261, 127.161896
6.283962, 11.481729
0.148502, 12.829177
0.019446, 62.827503
6.614339, 28.727918
0.161327, 45.619530
0.018886, 197.590321
5.838553, 47.519647
0.179126, 44.258567
0.018845, 243.050378
6.100423, 27.954159
0.146024, 21.774248
0.019020, 129.455102
6.168596, 20.229667
0.135609, 19.144696
0.019057, 99.646713
6.207572, 17.951911
0.147059, 18.111384
0.019515, 85.900407
6.155700, 17.216207
0.169015, 17.628280
0.018191, 79.578601
0.495514, 2.447448
0.008439, 3.439301
0.492736, 2.711925
0.008324, 3.945274
0.512985, 3.509559
0.008390, 5.105333
0.002159, 30.383350
0.502597, 4.631624
0.008075, 6.731695
0.002132, 39.196794
0.458174, 6.703766
0.008215, 9.591335
0.001936, 54.299656
0.455084, 8.710152
0.008446, 11.905372
0.001909, 66.876800
0.443243, 10.368881
0.008651, 13.850797
0.001949, 76.150377
0.441150, 11.784787
0.007692, 15.150690
0.002159, 84.773413
0.424950, 13.046322
0.008051, 16.212948
0.001997, 91.526630
0.403465, 14.035881
0.008374, 16.831726
0.002155, 97.471143
0.411467, 15.799732
0.008141, 18.772543
0.002121, 106.566250
0.408242, 16.985374
0.008183, 19.203452
0.002116, 112.277324
0.408915, 17.781105
0.007968, 19.773631
0.001938, 112.797633
0.306473, 17.169575
0.008179, 18.339472
0.308983, 12.073495
0.008013, 16.324947
0.305475, 10.551916
0.008240, 15.775087
0.001954, 77.992035
0.309559, 9.805142
0.007835, 15.250578
0.001920, 72.334121
0.085430, 1.355455
0.001550, 1.587509
0.088304, 1.391327
0.001551, 1.594002
0.084994, 1.424081
0.001579, 1.618822
0.084394, 1.444533
0.001595, 1.629725
0.084630, 1.480462
0.001559, 1.667944
0.085048, 1.490020
0.001576, 1.670060
0.086340, 2.506996
0.001587, 2.739100
0.047773, 5.750683
0.001552, 6.884518
